N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,Output
143.63502971184062,72.83455426177707,96.28323220965491,6.576327140544873,1.3823578503059395,2.9135643351614307,136.17708387073512,3.221935714807668,116.53919626530059,3.0766365776306657,20.89450497331722,1.0856209095179479,62.7
287.67857660247904,58.24867297097084,185.47523684458955,6.416727510518924,1.3101961154527992,2.69939450182604,160.3528724523176,8.125082967352832,162.05930421349734,2.665797705033463,24.724911650001026,0.1972144622464042,73.5
232.99848545285127,37.8574854657695,268.23645896910205,4.602568263225743,4.54064744455308,2.049998434948949,53.8412402645373,9.973760049084225,153.231381309081,1.5832857246057415,43.018274873704655,0.542431258064579,62.3
199.66462104925915,83.24155177362537,233.0562216023903,5.864991310504625,1.32277637926258,3.3505602882805725,126.8504494233648,0.7852470506292317,35.01048141528587,0.23102891739061066,18.320210530874824,1.0348032859209573,75.6
89.00466011060914,71.62580552984913,251.64028696536244,6.020782475143428,1.432553658030292,0.7816133527965694,116.490466713031,9.024975725013853,34.10364659958741,2.581948265123907,43.74318487098422,0.689447039114939,63.3
88.99863008405066,24.63552454104022,214.69584167767934,6.095291123587602,3.8210514858480225,0.4714983150527128,167.40192347371286,6.414990069187252,57.2940017102581,1.5710047450987668,6.230452686881192,0.445350835746269,56.6
64.52090304204987,91.98344660444582,223.0691411294631,6.82068947690933,2.303725228007646,3.003470687648435,181.68697679384582,9.7471348820658,75.40957163650225,3.7261198434105682,39.28632498601428,1.0578523996450329,64.7
266.54403644373383,84.0283518630852,262.2989128913298,6.634410186907514,3.9058817290803884,1.5931093765547444,7.370570438090427,4.917590416501063,84.6488383746541,0.31494207329832075,42.68228638662735,0.7133386075509156,73.1
200.2787529358022,95.48199219627317,112.41700221479648,6.9316203711737785,0.4202941720654877,2.9796941043040057,136.43388421646458,8.550185340428051,137.54095728250232,3.0071734942677963,10.72724733619226,0.590404522029488,73.1
227.01814444901137,75.3147557549524,172.35624091078512,7.559533046168513,2.4890988489995833,3.136506697664411,15.10798082834716,1.0927436516836337,16.052684272337906,4.719076340029114,22.65663355386562,0.9815722931367235,69.4
55.14612357395061,65.20736763422109,105.30236045490057,7.751942954864374,0.26470664089808493,0.3123558183048429,112.0274396900844,3.6851509757438095,11.761177324082945,1.0371644821351977,9.94398918385547,0.353240090356129,56.0
292.4774630404986,47.6418732661557,296.91700199916176,7.372492304905977,0.4070006969312372,3.1037801941526064,61.08838216351725,1.1366571086364947,81.42255977406226,2.463917555602858,35.916998191722456,1.8627168928432738,76.2
258.11066020010543,93.94556350186119,286.01483492165335,8.32209478381974,4.541543521387614,1.6242847882560354,64.82143690681752,9.76575976805117,140.9469199669062,0.6388255607222633,27.696692866959523,1.748633986046554,72.4
103.08477766956904,87.94575005503675,59.856702842126474,4.5729303307054465,0.7823023184762163,1.8354704626143896,73.82690817320953,8.26125211908245,42.719891876514104,3.203273178854493,32.495520641999406,1.4444791129070171,57.6
95.45624180177515,14.069680309557047,226.3937931289221,5.283111942734184,2.708861343148564,2.2304145377169147,126.15202756467397,8.59920050183672,130.09337384496908,2.842552066861883,11.431374413898135,0.3018062724180668,58.3
95.85112746335845,12.37302770475268,281.3120793539165,4.530251499912568,2.1143684527434625,3.249700862882295,70.13974330541,9.410669698621994,55.66648689835839,2.1553545162215952,12.163801378516137,1.5741667834924167,55.8
126.06056073988444,43.881703019024464,95.14383628183339,7.089898856618412,1.8019822986683294,0.16499472106119772,147.8763148651047,1.3084831181379608,177.7867912186357,2.702609703073958,3.9918716244755057,1.6351189234071362,54.7
181.18910790805947,82.94979977036496,191.98630763815737,8.092122195799949,4.509183393867635,1.7212677922805781,83.88284018690459,4.163177128876667,179.65953913199021,4.503558360651249,17.45924168939503,1.5587527736572415,62.3
157.98625466052894,98.854851638345,278.87207439701046,5.473929186305197,0.20693464419989857,2.4382549442639063,18.32887406044193,1.1748314459180202,62.97100483485867,1.1422126510931216,28.867743744016398,0.31653518552655824,75.8
122.80728504951048,23.537520199317537,58.486494646449714,8.208138179185227,3.3525694622603868,2.557203656173977,157.83316928440092,2.502534464725272,49.8487820228319,0.30830965618566675,43.180875871871784,1.3234251184287529,51.3
202.96322368059487,63.47176438169216,224.35506681170997,4.741069561158243,4.820632727646397,2.454610267226167,60.72287329557767,2.6789748818578873,85.2042745529151,4.335991446555685,34.012517478016676,1.6852171119238573,61.4
84.87346516301045,44.28017709679194,124.3372518431377,8.237744107222056,2.844824098963026,0.5570794399876143,89.38954152185622,4.9565185049519975,51.903659110129,2.970161995461951,22.89902352318807,1.1969714623173686,50.8
123.03616213380454,97.29229580331429,281.0990488441326,5.906490748958538,4.69043006396215,1.1179450004637161,138.6615572282708,3.0513405908096045,136.1148494418822,4.475160586216844,47.74976549091861,1.3281740129333692,65.5
141.59046082342292,85.79070308221378,292.7645612913419,4.905683313796866,0.3560636085015165,1.3196327864178459,69.82895064399884,1.4592920147687303,166.08261348691568,3.0653370723832283,36.52376962763993,0.9708906109099816,68.8
164.01749605425897,85.44958342400241,286.06662227835847,6.443487036745303,2.152087263463391,2.835086506110317,16.034202948609547,2.091165346394023,136.2529655276873,4.088773231806572,46.6479297374024,1.1045439077797,68.5
246.2939903482534,52.18238438154732,168.55355416436595,5.527106270882031,1.3747731757140509,1.0477835662094803,77.91460416749865,1.8991178537448639,165.74833721362316,2.2624321441047104,27.324222717063954,0.1653160308682779,68.5
99.91844553958992,47.33375521038987,265.51066274732835,5.639491607847692,3.6810227284055763,0.8163968771484907,189.16747362538916,9.744229580166834,82.41347163045745,3.79932767018369,14.4274051900707,1.3140297417492408,58.8
178.5586096034029,34.60663647376356,261.1373496337676,5.729159859705146,4.908355743436509,3.355323264729527,130.13820747321884,7.7132788157254994,35.481809288227865,4.582599041071309,4.535680945506655,0.25474970449320244,66.7
198.1036422155106,15.073794698583441,129.77511831081392,7.712103591330654,1.3569973059768143,0.13013516938579425,135.93843399010535,9.693733920060838,148.90043474253048,2.9461902258665904,36.85207287122482,0.9265277292464243,53.0
61.61260317999943,87.82501386295479,257.2288685376693,6.656645106701018,3.3054555472229654,3.492590909318726,128.29501995933975,4.6775346218251315,75.292528502603,1.0677687226994217,7.822543904265638,0.6560446855680748,70.1
201.8862129753596,83.16109082170698,59.25190867887316,5.745230796624014,1.0706784005227268,2.401192416115145,43.80346709709018,3.1445005757952376,135.89781091968084,1.4902285521449512,16.533206157054423,1.1363131054022548,67.7
92.63103092182288,99.97459059575175,199.06746962051326,6.9413351332436735,2.870118247400889,2.916795618126998,86.57510349994463,8.083785373487274,57.7755686864443,1.1534939691075476,27.558603578427075,0.3534910374940935,69.2
66.26289824631988,99.69731533665149,107.50220932192576,7.364602696892774,2.3732691847728478,1.1017059475770568,151.43326068084707,3.5994122213908946,20.83977878730117,1.384913732459518,29.09199621342789,1.4141224637493046,57.6
287.2213843133333,59.988853504236474,80.1417214443197,5.590496002934135,4.862826115194531,0.14867194406800394,24.767715022866035,3.3441420502008086,198.55345012011387,1.6707941568849745,30.82799345538253,1.6105219201640937,59.8
291.40800826863983,79.20886736624594,69.23830040730229,6.154196406101406,3.0817836362126863,2.6087563631092023,59.18129133749389,2.7088069259743963,35.45929404646686,2.864642176415305,9.98025585678563,0.41037345451199736,63.8
252.09933702911528,95.02891568941853,224.07219396953494,4.98754437334779,1.8125812232254122,2.9360916298022977,58.882226150841454,1.731950293130236,197.74209382287881,3.0223598214263974,20.22739543143914,0.29819486596857614,70.5
126.15344229334268,86.46826516096704,134.96874094201655,5.224597398138721,0.6590693459508735,2.617618848641965,89.24369088092867,2.9363990796592767,195.56958685045723,2.2471987867609333,31.625322901614403,0.37647941729598233,68.2
74.41802850159597,32.26132915688779,231.19169288219035,7.224471415859931,0.8411094608011793,0.5856909768228512,196.17190448372608,3.875537610501933,159.79453026206772,3.1540197431400103,48.55130550242167,1.7665423676071532,63.4
221.05825662803923,50.54897217790842,66.33908519973559,5.225753390782508,1.204052956761052,2.661654935673695,18.162996603345277,6.902944977384439,133.58747760598953,0.5915596429345564,36.92629460958506,1.1035595973370766,62.2
160.03812343490034,21.62434736363455,128.82258445765257,6.600653534668241,1.3297366405674604,2.7143374591659795,106.14669390421604,1.09436600108479,117.67237479896151,0.6213835378791679,46.284980340509975,0.9877958924142549,59.3
80.5095587111947,95.86459245328501,184.8728230938343,7.336185046889731,4.268018683421575,2.3390377532781867,39.97611299238104,2.499815926820758,173.88980134867776,1.0247814097167605,38.5861787990805,0.3027524562944731,65.0
173.79422752781755,64.5557171005792,247.68079120974087,4.927507692378976,2.8499916625843724,2.704794171504993,194.2819263549001,8.185724582770925,61.44070671580015,2.686771990593655,30.40241450683522,1.3341564128382275,65.6
58.5971302788046,30.577852495311646,129.68812573301747,6.769248878515614,2.664615465734396,2.976132894904289,27.09418342185552,1.8957582740458223,96.19783643455102,1.227174457751905,11.217121718544538,1.749199224600671,51.5
277.3301005196955,70.4530615965271,206.47284410925226,5.526251134805455,0.6623674721591656,2.186253988407359,83.7021954605103,3.7551288919639547,125.78104402646788,1.559765136764371,34.00091129084063,1.6735531517145605,73.9
114.69499540000423,65.63154164121062,271.4944370590468,8.351707500950319,4.314684497412231,0.4012560274969088,148.88757204274822,8.71425975765233,85.18214279455076,2.1215016136303717,31.92221916607554,1.2895039470635226,57.9
215.6305710884955,42.23464462295564,203.96579704557615,6.4341825868796985,3.6417900857215706,1.757934552868517,142.38811346535184,1.9717904558627053,88.35985854760226,4.096957395249823,30.91852018194879,0.2430295616381799,68.1
127.92776902235273,20.220183297966614,108.23986868840845,7.723970199100632,0.4315749733100078,0.3640077378834572,87.43208419431679,1.285999938372804,69.40551016290645,0.26653825238172857,25.509721663435556,0.31355435163442463,51.1
180.0170052944527,70.44158760335196,56.100195389134505,6.700906168625047,3.568391976425867,1.4856463055102649,72.57221275078005,5.103110953260103,115.02520425348453,3.3170183371357878,27.375516991485227,0.19368707550866687,51.0
186.67756983581992,56.827693081341394,267.5247184752325,4.673650131419277,2.763337264978966,1.484162063027134,82.53441381780976,3.3729853571460957,170.86203296294764,3.4106073489952897,18.053241301668997,0.5892105113356917,63.4
96.21361388138176,79.50865525620753,55.31735271259679,7.032605502376089,0.5004541941592134,0.3244334700768214,56.53387131593466,5.852379462596614,44.29803371123101,4.033547745711855,26.92700924683055,0.35775678760471774,60.8
292.3961569411397,56.814715100079404,268.67541817104984,8.305613368826627,2.345673143490417,1.2859898154962297,45.039923047825965,8.136146459593014,187.21444255692109,4.677214107489504,11.482683472566956,0.5940912764796243,61.5
243.78320584027864,86.69633502866861,182.234283506803,6.906447280585325,2.4750118069372307,0.4773935358904704,99.19274102398354,1.8029106374510602,139.3720924809048,0.2966616749565912,40.64837107329809,0.8316103058660271,64.9
284.87473539104724,59.6716154897037,284.76692462822405,7.776755437707161,0.9122952468000513,2.8479997140313555,57.36408243318343,6.016641303265708,165.53827647260587,0.9381617864634377,10.917293825537975,1.8916672897351579,81.3
273.70683760691225,60.484417438184764,249.69580894341635,8.036825853393632,4.733920920301383,3.3221392882792005,61.05502465496377,5.302333223703707,113.45718506285228,4.453622211468766,6.078381914694388,1.259714513585215,66.2
199.47499470277128,88.89882423925106,299.48352763333435,5.41231908779573,4.264879320255243,0.34587601587699124,133.06743237753864,1.8687484671253958,157.00575677769237,2.400889098497674,22.939809265143552,1.6864501927976285,68.7
